cond r run.time maxRhat nRhat alpha.cor alpha.bias alpha.CI beta.cor beta.bias beta.CI theta.cor theta.bias theta.CI corrupt
4 1 703 1.0578 1 0.9221 0.1395 2.8571 0.984 -0.5134 5.2097 0.8503 -0.373 3.7917 1
4 2 772 1.0045 0 -0.1968 0.0753 2.3161 0.9858 0.6559 8.4712 0.8693 0.5065 4.7762 1
4 3 787 1.0102 0 0.8977 0.004 2.3744 0.9859 -0.1914 7.3265 0.9274 -0.2752 3.7442 1
4 4 806 1.0038 0 0.9926 -0.0425 1.8856 0.9695 0.1275 8.9417 0.8204 0.4004 3.4522 1
4 5 879 1.0076 0 0.9527 0.1196 2.9003 0.9955 0.9417 4.2971 0.9612 0.8836 3.9858 1
4 6 809 1.0017 0 0.6231 0.0113 2.2431 0.9524 -0.2826 13.3876 0.8547 0.2201 3.8974 1
4 7 899 2.5189 199 0.9998 0.7464 5.2875 0.9958 -0.6131 7.2963 0.9443 -0.5176 4.4386 1
4 8 779 1.0028 0 0.9675 -0.0892 1.8988 0.9959 -0.1854 5.1989 0.9136 -0.2487 4.5318 1
4 9 803 1.0053 0 0.9592 -0.0393 2.3637 0.9948 -0.2803 9.3338 0.8927 -0.5314 3.9645 1
4 10 872 1.0384 0 0.9844 -0.0062 3.7008 0.9722 0.2017 6.37 0.8351 0.49 3.447 1
4 11 1046 1.0022 0 0.997 -0.1363 2.8525 0.978 -0.3989 9.9978 0.9418 -0.1776 3.5905 1
4 12 1059 1.0043 0 1 -0.3484 2.6594 0.9974 -0.8273 5.6152 0.9586 -1.2549 4.3814 1
4 13 718 1.0028 0 0.9425 -0.0422 2.2406 0.992 -0.2536 9.3167 0.8542 -0.0071 3.8409 1
4 14 884 1.0035 0 0.6374 -0.0732 1.971 0.9957 0.2146 4.0343 0.9248 0.2856 4.282 1
4 15 820 1.0026 0 0.7498 -0.0536 1.92 0.9979 0.5733 5.6211 0.9485 0.7395 4.5508 1
4 16 848 1.0113 0 0.5672 0.1002 2.3006 0.9973 -0.0341 3.4962 0.8973 -0.1048 4.3172 1
4 17 671 1.0029 0 0.0895 -0.2309 2.045 0.995 0.7103 9.4801 0.8749 0.455 4.8959 1
4 18 899 1.0039 0 0.3943 0.0861 2.3756 0.9953 0.4573 6.0969 0.9395 0.5991 4.4249 1
4 19 748 1.0027 0 -0.4201 -0.0344 2.2736 0.9369 -0.0269 8.3077 0.7805 -0.2119 3.6404 1
4 20 1025 1.0069 0 0.999 0.042 3.3131 0.9819 -0.5322 3.4434 0.9609 -0.4787 4.9925 1
4 21 749 1.0067 0 0.7338 -0.1801 2.274 0.9725 -0.3282 5.4532 0.778 -0.4724 4.4973 1
4 22 771 1.0027 0 0.4548 0.0173 1.861 0.9949 -0.0259 6.6557 0.8683 0.2359 4.1694 1
4 23 831 1.0122 0 0.9863 -0.0178 3.1888 0.7899 -0.375 8.0342 0.8551 -0.8214 5.2265 1
4 24 1088 1.0042 0 0.6643 0.0379 2.5603 0.9779 -0.2623 4.3777 0.8916 -0.1106 3.4097 1
