cond r run.time maxRhat nRhat alpha.cor alpha.bias alpha.CI beta.cor beta.bias beta.CI theta.cor theta.bias theta.CI lambda.bias lambda.CI corrupt
1 1 26 1.0018 0 -0.4305 0.1437 3.1785 0.985 -0.1336 11.3272 0.6229 -0.1402 3.6713 -0.3597 0.9813 1
1 2 90 1.0232 0 -0.5395 -0.1728 1.9596 0.9637 -0.2274 18.4547 0.5679 0.308 6.145 -0.158 1.4398 1
1 3 30 1.004 0 0.9967 -0.0913 1.8668 0.9494 -0.0562 10.9154 0.8318 0.1765 3.2377 -0.0427 0.7411 1
1 4 25 1.0026 0 0.9944 0.1289 2.4795 0.9171 0.0353 4.7637 0.7712 -0.0576 3.4011 -0.5093 1.0258 1
1 5 29 1.0054 0 0.7061 0.7214 4.0604 0.9741 -0.2529 5.086 0.6795 -0.1058 3.1926 -0.1082 0.817 1
1 6 29 1.0086 0 -0.6461 0.2151 2.392 0.9572 -0.1428 6.5889 0.5884 0.086 3.8377 -0.0079 0.8095 1
1 7 37 1.0053 0 -0.9993 -0.4037 1.6246 0.9831 -0.0038 6.5547 0.8338 -0.0625 4.0302 0.1271 0.6586 1
1 8 56 1.0078 0 0.5438 -0.2677 1.5451 0.9489 0.0018 11.4669 0.8209 -0.3379 7.7455 0.3312 0.4822 1
1 9 47 1.006 0 0.3546 -0.193 1.4133 0.9332 -0.0073 6.899 0.7797 -0.2411 5.5574 0.3347 0.4322 1
1 10 29 1.0041 0 -0.806 0.0525 2.1038 0.9412 0.2411 2.6361 0.8002 0.2054 3.0193 -0.0733 0.6933 1
1 11 31 1.0031 0 -0.8535 0.084 2.3027 0.9876 0.2191 9.3378 0.7088 -0.142 3.773 -0.3587 1.1872 1
1 12 83 1.0099 0 0.999 0.4148 3.4209 0.8083 -2.2317 19.2658 0.7876 -1.4723 4.7767 0.3486 0.3509 1
1 13 28 1.0015 0 0.5654 0.0484 2.3419 0.8383 0.1349 7.0575 0.7998 0.0397 3.6498 0.0067 0.6484 1
1 14 29 1.0041 0 -0.5221 -0.3246 2.323 0.9773 1.0445 27.1828 0.6628 0.1523 3.9643 -0.407 1.1756 1
1 15 46 1.0037 0 0.891 -0.0562 2.0829 0.965 0.6719 5.0716 0.7968 0.6697 4.0885 0.1629 0.5814 1
1 16 27 1.004 0 -0.845 0.076 2.794 0.8988 -0.1384 4.6908 0.836 -0.1362 3.6683 -0.0946 0.8248 1
1 17 31 1.0047 0 -0.2857 -0.1579 2.5992 0.8909 0.3715 9.6428 0.6529 0.0759 4.0393 -0.0358 1.0835 1
1 18 41 1.0065 0 0.9749 0.0753 2.119 0.9565 -0.2911 4.8431 0.8439 -0.6212 3.8118 0.1287 0.6418 1
1 19 25 1.0065 0 -0.9024 0.3398 3.812 0.9823 -0.0361 3.7048 0.6704 -0.1942 3.2592 -0.3854 0.8217 1
1 20 44 1.0025 0 0.5876 0.1528 2.5777 0.9206 0.6546 3.6943 0.8064 0.469 4.1285 0.1307 0.6695 1
1 21 36 1.007 0 0.6596 -0.0784 2.3789 0.8909 0.471 12.4588 0.6765 0.2814 4.4505 0 0.9564 1
1 22 76 1.0785 11 0.3364 0.0954 1.8821 0.8995 -0.6308 5.8249 0.7586 -0.944 4.8696 0.1543 0.8815 1
1 23 26 1.0105 0 0.3264 0.4005 3.5776 0.8873 -0.3025 4.0715 0.687 -0.2736 3.4137 -0.4195 1.0742 1
1 24 25 1.0055 0 -0.3107 0.0957 2.5269 0.9156 0.1143 8.0227 0.7788 0.2439 3.8154 -0.2676 1.0263 1
