cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rmse beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.CI lambda.bias lambda.abbias lambda.CI corrupt efficiency
6 1 71 14 0 0 0 0 1.005 0 0.9784 0.4909 0.4977 0.5873 1.7892 0.7835 0.2122 0.6038 0.7493 2.8625 0.1512 0.1512 0.4844 1 0
6 2 40 5 0 0 0 0 1.0011 0 0.9676 0.1399 0.2555 0.3212 1.5468 0.8149 0.1484 0.4165 0.5004 2.8039 -0.2251 0.2251 0.8288 1 0
6 3 43 1 0 0 0 0 1.0016 0 0.9641 -0.2662 0.3554 0.4197 1.6237 0.8912 -0.2594 0.5298 0.6551 2.777 -0.0466 0.0466 0.6246 1 0
6 4 82 97 0 0 33 20 1.0246 15 0.9381 0.7687 0.7687 0.8907 1.8922 0.7612 0.5874 0.7291 0.8813 3.0012 0.0367 0.0367 0.8421 1 1
6 5 105 89 0 0 0 0 1.0055 0 0.9587 0.9575 0.9575 1.0171 1.9256 0.8808 1.0203 1.0566 1.1895 3.242 0.2902 0.2902 0.3773 1 0
6 6 96 51 0 0 0 0 1.0064 0 0.9849 -0.0838 0.196 0.2318 1.8536 0.7675 -0.0181 0.5031 0.6455 3.1318 0.1253 0.1253 0.6367 1 0
6 7 55 12 0 0 0 0 1.0014 0 0.9805 -0.0736 0.2296 0.2816 1.5578 0.8295 -0.122 0.4695 0.6131 2.8524 -0.0911 0.0911 0.7551 1 0
6 8 42 1 0 0 0 0 1.0052 0 0.9564 0.0512 0.3158 0.4001 1.5245 0.8682 0.0228 0.5385 0.6499 2.7933 -0.0974 0.0974 0.6332 1 0
6 9 60 10 0 0 0 0 1.004 0 0.9812 0.0763 0.2536 0.3023 1.7777 0.8639 0.1044 0.4865 0.6245 2.7998 0.1224 0.1224 0.5101 1 0
6 10 37 1 0 0 0 0 1.0013 0 0.9596 -0.0126 0.3734 0.4374 1.5011 0.7806 0.0378 0.5847 0.7023 2.733 -0.193 0.193 0.8004 1 0
6 11 47 2 0 0 0 0 1.0016 0 0.977 0.3327 0.4077 0.5162 1.5051 0.8672 0.2632 0.4909 0.6038 2.9544 -0.1021 0.1021 0.7183 1 0
6 12 38 2 0 0 0 0 1.0084 0 0.9657 0.3408 0.3554 0.4398 1.4117 0.8937 0.3563 0.508 0.6343 2.7862 -0.158 0.158 0.6616 1 0
6 13 50 0 0 0 0 0 1.0016 0 0.9838 0.4234 0.428 0.5442 1.9769 0.845 0.3668 0.6343 0.7554 2.7355 -0.0486 0.0486 0.6139 0 0
6 14 86 41 0 0 1 4 1.0039 0 0.9606 0.7687 0.7687 0.8695 1.8136 0.9118 0.7766 0.8019 0.939 3.3669 0.2315 0.2315 0.4218 1 1
6 15 62 16 0 0 0 0 1.0021 0 0.9788 0.0855 0.216 0.2516 1.4787 0.9014 0.1607 0.497 0.6041 3.0278 0.1653 0.1653 0.4621 1 0
6 16 50 1 0 0 0 0 1.0054 0 0.9622 0.0321 0.2856 0.3762 1.8193 0.8973 0.1113 0.4271 0.5624 2.7038 -0.0564 0.0564 0.6414 1 0
6 17 51 15 0 0 0 0 1.0123 1 0.9775 -0.1529 0.2552 0.2845 1.6327 0.7867 -0.059 0.4199 0.5235 2.7637 -0.0863 0.0863 0.7931 1 0
6 18 41 0 0 0 0 0 1.0043 0 0.9638 -0.0913 0.2067 0.2732 1.3713 0.7476 0.0103 0.527 0.6692 2.7758 -0.192 0.192 0.7618 0 0
6 19 49 1 0 0 0 0 1.0036 0 0.9853 0.1893 0.2609 0.3214 1.7861 0.9169 0.0697 0.412 0.5241 2.8145 -0.0866 0.0866 0.5957 1 0
6 20 32 0 0 0 0 0 1.0039 0 0.9589 0.1647 0.2186 0.3026 1.421 0.8256 -0.0424 0.5123 0.6112 2.7956 -0.3903 0.3903 0.7979 0 0
6 21 51 5 0 0 0 0 1.004 0 0.9547 -0.052 0.334 0.3895 1.8559 0.8447 0.0089 0.4214 0.5481 2.9945 -0.0246 0.0246 0.6487 1 0
6 22 83 26 0 0 0 0 1.0024 0 0.9457 0.0261 0.4041 0.4853 1.5279 0.8633 -0.0844 0.5024 0.6249 3.0202 0.1856 0.1856 0.4712 1 0
6 23 68 11 0 0 0 0 1.003 0 0.9837 0.1131 0.2113 0.2553 1.8693 0.8598 0.1138 0.4898 0.5976 3.1979 0.1647 0.1647 0.492 1 0
6 24 37 0 0 0 0 0 1.0014 0 0.985 -0.5662 0.5662 0.6009 1.5324 0.8092 -0.4196 0.563 0.7385 2.7688 -0.2419 0.2419 0.7732 0 0
