cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat alpha.cor alpha.bias alpha.abbias alpha.rmse alpha.CI beta.cor beta.bias beta.abbias beta.rmse beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.CI lambda.bias lambda.abbias lambda.CI corrupt efficiency
11 1 116 3 0 0 0 0 1.0079 0 0.6401 0.0586 0.2591 0.3142 1.9524 0.9393 0.0019 0.3721 0.4454 6.0387 0.8953 -0.036 0.5022 0.5942 2.6404 0.1263 0.1263 0.4803 1 0
11 2 90 2 0 0 1 0 1.0028 0 0.7406 0.0771 0.1666 0.2106 1.9358 0.8927 0.2413 0.4847 0.6674 12.5669 0.8932 0.174 0.4567 0.5696 2.6863 -0.0462 0.0462 0.6343 1 1
11 3 135 37 0 0 2 3 1.0019 0 -0.5579 0.0948 0.3231 0.4174 1.9737 0.9068 0.4056 0.5107 0.6837 4.8241 0.8867 0.3082 0.5024 0.6643 2.6832 0.1593 0.1593 0.5073 1 1
11 4 84 1 0 0 0 0 1.0022 0 0.6173 0.0286 0.3648 0.4714 2.6724 0.9504 0.0353 0.6439 0.9167 15.4387 0.8832 0.0214 0.4174 0.5425 3.0035 -0.0707 0.0707 0.6672 1 0
11 5 107 11 0 0 1 0 1.0036 0 0.0972 -0.1938 0.3062 0.4174 2.0682 0.9214 -0.1003 0.782 1.1252 17.4678 0.8079 0.1997 0.4763 0.579 3.3477 -0.1331 0.1331 0.8569 1 1
11 6 91 20 0 0 1 4 1.004 0 0.2638 0.0764 0.3447 0.4591 2.2198 0.9204 0.3101 0.5343 0.8636 13.1716 0.8693 0.1222 0.4435 0.5546 2.7062 -0.0228 0.0228 0.6114 1 1
11 7 131 40 0 0 1 0 1.0063 0 -0.0729 -0.0488 0.3518 0.4106 1.9376 0.8865 -0.0502 0.5081 0.6828 8.6353 0.8479 0.0144 0.4713 0.5798 2.7347 0.0672 0.0672 0.6363 1 1
11 8 82 6 0 0 0 0 1.0052 0 -0.1297 -0.3003 0.4162 0.4453 2.2289 0.9723 0.1556 1.047 1.3816 20.5526 0.7893 -0.0374 0.4682 0.5696 3.4515 -0.2283 0.2283 0.9576 1 0
11 9 104 12 0 0 0 0 1.0015 0 0.6566 -0.0508 0.2214 0.2638 1.6512 0.8212 0.1476 0.6954 1.3695 23.4093 0.9316 0.1338 0.3239 0.4413 3.0699 0.0718 0.0718 0.6037 1 0
11 10 89 0 0 0 0 0 1.0021 0 0.0446 0.3011 0.4019 0.5295 2.3226 0.9447 0.1336 0.3165 0.4125 5.578 0.9204 0.1306 0.5001 0.6007 2.5308 -0.0668 0.0668 0.5428 0 0
11 11 84 0 0 0 0 0 1.0036 0 0.5995 0.2106 0.2636 0.3617 2.0674 0.9648 0.0871 0.319 0.3788 4.4083 0.9285 0.1544 0.4155 0.5249 2.4408 -0.1123 0.1123 0.5951 0 0
