cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rmse beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.CI lambda.bias lambda.abbias lambda.CI corrupt efficiency
10 1 453 0 0 0 0 0 1.0015 0 0.993 -0.1244 0.1392 0.1781 0.6527 0.8308 -0.0781 0.5013 0.6285 2.9723 -0.0561 0.0561 0.2142 0 0
10 2 469 0 0 0 0 0 1.0019 0 0.9963 -0.0257 0.0883 0.1158 0.6896 0.8486 -0.0166 0.5186 0.6455 3.0027 0.0257 0.0257 0.1946 0 0
10 3 505 0 0 0 0 0 1.0017 0 0.9973 0.0455 0.0827 0.0978 0.6198 0.8536 0.1043 0.4686 0.608 2.9484 -0.0188 0.0188 0.2101 0 0
10 4 478 0 0 0 0 0 1.0031 0 0.9971 -0.0372 0.0819 0.0924 0.6057 0.8488 -0.0346 0.4727 0.5918 2.8602 -0.049 0.049 0.2048 0 0
10 5 442 0 0 0 0 0 1.0029 0 0.9961 0.0109 0.0816 0.1067 0.7312 0.8567 0.0761 0.5007 0.6407 2.9067 -0.0208 0.0208 0.2161 0 0
10 6 470 0 0 0 0 0 1.0017 0 0.9941 -0.0856 0.1226 0.1373 0.6279 0.8317 -0.0981 0.5122 0.6459 2.9418 -0.0797 0.0797 0.2284 0 0
10 7 467 0 0 0 0 0 1.0025 0 0.9961 0.0099 0.0952 0.1142 0.8893 0.8509 0.0383 0.445 0.576 3.1942 0.0159 0.0159 0.2181 0 0
10 8 439 0 0 0 0 0 1.0016 0 0.9984 0.0486 0.0875 0.1015 0.7187 0.8351 0.0636 0.4946 0.6235 2.8588 -0.027 0.027 0.2015 0 0
10 9 488 0 0 0 0 0 1.0082 0 0.9955 0.2045 0.2121 0.2475 0.8454 0.8635 0.1741 0.4739 0.5994 2.975 0.034 0.034 0.1973 0 0
10 10 522 0 0 0 0 0 1.0041 0 0.9974 0.0181 0.1692 0.2104 0.8324 0.8505 -0.0119 0.5204 0.6551 2.9845 0.1011 0.1011 0.1793 0 0
10 11 640 0 0 0 0 0 1.0034 0 0.9973 0.0242 0.0887 0.1052 0.7798 0.8549 0.0193 0.4883 0.6144 3.048 0.0021 0.0021 0.2156 0 0
10 12 482 0 0 0 0 0 1.0019 0 0.9969 0.0599 0.0951 0.1274 0.7538 0.8318 -0.0402 0.5301 0.6688 3.0846 0.0611 0.0611 0.1951 0 0
10 13 484 0 0 0 0 0 1.0038 0 0.9962 0.2052 0.2061 0.2477 0.6061 0.8663 0.1491 0.4868 0.6216 2.9571 0.0478 0.0478 0.1925 0 0
10 14 458 0 0 0 0 0 1.0035 0 0.9951 -0.0952 0.1244 0.1671 0.675 0.8277 -0.0789 0.5077 0.6535 2.9847 0.0245 0.0245 0.2012 0 0
10 15 461 0 0 0 0 0 1.0055 0 0.9878 0.0389 0.1274 0.1472 0.5747 0.8498 0.0141 0.477 0.6042 3.0788 0.005 0.005 0.1907 0 0
10 16 449 0 0 0 0 0 1.0023 0 0.9984 0.1167 0.1527 0.1782 0.8714 0.86 0.0736 0.4761 0.6011 3.0023 -0.0253 0.0253 0.2187 0 0
10 17 461 0 0 0 0 0 1.0094 0 0.9951 -0.2899 0.2899 0.3097 0.8106 0.8498 -0.2378 0.5655 0.697 3.3414 0.0373 0.0373 0.2091 0 0
10 18 480 0 0 0 0 0 1.0035 0 0.9955 -0.1666 0.1756 0.1972 0.7468 0.8532 -0.1243 0.4732 0.5862 2.8891 0.0142 0.0142 0.1975 0 0
10 19 463 0 0 0 0 0 1.003 0 0.9962 -0.2174 0.2291 0.2425 0.7612 0.85 -0.2315 0.5027 0.6378 2.9802 -0.0646 0.0646 0.2329 0 0
10 20 465 0 0 0 0 0 1.0028 0 0.9917 -0.0696 0.1021 0.1283 0.5495 0.846 -0.0454 0.4673 0.5868 2.9409 -0.0309 0.0309 0.2078 0 0
10 21 518 0 0 0 0 0 1.0068 0 0.997 0.0279 0.0918 0.1178 0.7855 0.8334 -0.0618 0.5205 0.6548 3.0095 0.0714 0.0714 0.1994 0 0
10 22 482 0 0 0 0 0 1.0018 0 0.9988 -0.0678 0.0938 0.1098 0.8071 0.8403 -0.0384 0.4987 0.6262 2.9966 0.032 0.032 0.1967 0 0
10 23 452 0 0 0 0 0 1.0044 0 0.9976 -0.1152 0.121 0.1622 0.8129 0.8485 -0.0639 0.4997 0.6248 2.8846 -0.0246 0.0246 0.2079 0 0
10 24 446 0 0 0 0 0 1.0026 0 0.9965 0.0717 0.1109 0.1513 0.8947 0.8438 0.0096 0.5155 0.6503 3.0097 -0.0182 0.0182 0.2118 0 0
