cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rmse beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.CI lambda.bias lambda.abbias lambda.CI corrupt efficiency
11 1 81 13 0 0 0 10 1.0033 0 0.9408 -0.2653 0.3601 0.4602 1.432 0.9098 -0.2008 0.4973 0.6082 2.5093 0.0866 0.0866 0.5206 1 1
11 2 84 5 0 0 1 0 1.0037 0 0.9665 0.4717 0.4864 0.5633 1.9465 0.8622 0.3533 0.5867 0.6928 2.8275 -0.02 0.02 0.6683 1 1
11 3 137 65 0 0 1 0 1.006 0 0.98 0.418 0.4281 0.5286 1.9168 0.8776 0.2714 0.5858 0.7126 2.6127 0.1245 0.1245 0.6434 1 1
11 4 72 1 0 0 0 0 1.002 0 0.9563 0.0464 0.3692 0.4477 1.7517 0.8596 0.0694 0.4761 0.5924 2.5525 -0.0297 0.0297 0.6411 1 0
11 5 76 163 0 0 52 30 1.053 40 0.9713 -0.7884 0.7884 0.8429 1.8467 0.8341 -0.4998 0.5846 0.7138 2.4641 -0.0478 0.0478 0.852 1 1
11 6 121 41 0 0 0 0 1.0039 0 0.9771 -0.6416 0.6544 0.7128 1.7483 0.854 -0.6531 0.7318 0.868 2.9467 0.1873 0.1873 0.5117 1 0
11 7 79 2 0 0 0 0 1.0018 0 0.9453 -0.3247 0.487 0.5743 1.6142 0.8861 -0.3305 0.5004 0.6051 2.5182 -0.0287 0.0287 0.5952 1 0
11 8 67 2 0 0 0 0 1.0041 0 0.9797 -0.2858 0.3417 0.4133 1.7526 0.8125 -0.2767 0.496 0.6081 2.4814 -0.2555 0.2555 0.8313 1 0
11 9 120 18 0 0 0 0 1.0034 0 0.9607 -0.267 0.3507 0.4224 1.5933 0.8701 -0.1472 0.4791 0.5878 2.6555 0.1636 0.1636 0.4726 1 0
11 10 87 1 0 0 0 0 1.0019 0 0.9777 0.294 0.3513 0.4029 1.5839 0.9106 0.2211 0.4971 0.6039 2.7865 0.0713 0.0713 0.4438 1 0
11 11 59 0 0 0 0 0 1.0019 0 0.9543 -0.1438 0.3392 0.428 1.631 0.9091 0.0659 0.4327 0.539 2.7113 -0.2426 0.2426 0.611 0 0
11 12 69 0 0 0 0 0 1.0028 0 0.9797 -0.4382 0.4735 0.5352 1.7702 0.8255 -0.3702 0.4942 0.6594 2.3876 -0.2 0.2 0.789 0 0
11 13 73 0 0 0 0 0 1.0024 0 0.9856 -0.5427 0.5427 0.5767 1.5835 0.9029 -0.5397 0.5753 0.717 2.421 -0.0397 0.0397 0.5995 0 0
11 14 57 0 0 0 0 0 1.0042 0 0.9598 0.1458 0.2828 0.3463 1.5464 0.8422 0.2178 0.521 0.6147 2.486 -0.3109 0.3109 0.6544 0 0
11 15 81 2 0 0 1 0 1.0057 0 0.9637 -0.2144 0.355 0.4145 1.6585 0.8725 -0.2668 0.4876 0.5824 2.5382 0.0211 0.0211 0.5819 1 1
11 16 64 0 0 0 0 0 1.0027 0 0.9583 -0.0158 0.3264 0.4099 1.6128 0.868 0.0514 0.4835 0.6048 2.4789 -0.2778 0.2778 0.6797 0 0
11 17 84 5 0 0 0 0 1.0023 0 0.9665 -0.2836 0.3497 0.4374 1.6781 0.8888 -0.2453 0.4611 0.5732 2.5394 0.0646 0.0646 0.5518 1 0
11 18 65 0 0 0 0 0 1.0066 0 0.9854 -0.0739 0.1661 0.1955 1.4787 0.8976 -0.0795 0.3596 0.4456 2.4961 -0.2142 0.2142 0.7153 0 0
11 19 66 1 0 0 0 0 1.0016 0 0.9653 -0.2183 0.3572 0.4153 1.4335 0.8612 -0.1864 0.4681 0.5658 2.6823 -0.155 0.155 0.6047 1 0
11 20 84 0 0 0 1 0 1.0021 0 0.9613 -0.3904 0.4435 0.7207 1.7105 0.9228 -0.2724 0.5231 0.6299 2.7122 0.0673 0.0673 0.5217 0 1
11 21 72 4 0 0 1 0 1.004 0 0.9698 -0.3702 0.3954 0.4777 1.8273 0.8447 -0.2452 0.4912 0.6033 2.6143 -0.0551 0.0551 0.6861 1 1
11 22 72 1 0 0 0 0 1.0012 0 0.9657 0.3045 0.3697 0.4726 1.6254 0.8615 0.3512 0.4848 0.6079 2.4581 -0.0776 0.0776 0.6471 1 0
11 23 128 31 0 0 0 0 1.0086 0 0.9826 0.131 0.3597 0.4234 1.9739 0.8644 0.0926 0.3891 0.4635 2.4831 0.0862 0.0862 0.6468 1 0
11 24 66 0 0 0 0 0 1.0028 0 0.9854 0.6087 0.611 0.6975 2.0031 0.7962 0.477 0.6655 0.8208 2.5927 -0.1891 0.1891 0.6821 0 0
