cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rmse beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.CI lambda.bias lambda.abbias lambda.CI corrupt efficiency
20 1 996 0 0 0 0 0 1.0044 0 0.9969 -0.1075 0.131 0.151 0.7705 0.9134 -0.0562 0.3659 0.4616 2.4528 0.0143 0.0143 0.1837 0 0
20 2 1060 0 0 0 0 0 1.0068 0 0.9966 -0.0224 0.0949 0.1225 0.9337 0.8924 -0.0158 0.4037 0.5053 2.4414 0.0285 0.0285 0.1793 0 0
20 3 969 0 0 0 0 0 1.0059 0 0.9962 -0.0714 0.0981 0.1211 0.6155 0.907 -0.053 0.3794 0.4792 2.4421 -0.0043 0.0043 0.178 0 0
20 4 1008 0 0 0 1 0 1.0029 0 0.9969 -0.1882 0.1882 0.2105 0.8016 0.9067 -0.1284 0.3861 0.4851 2.7995 0.014 0.014 0.1935 0 1
20 5 1231 0 0 0 0 0 1.0038 0 0.9979 -0.026 0.0853 0.1204 0.9022 0.9239 -0.0597 0.3645 0.4591 2.3889 0.0855 0.0855 0.1593 0 0
20 6 865 0 0 0 1 0 1.0021 0 0.9962 0.0733 0.115 0.1395 0.7192 0.889 0.0788 0.3873 0.4871 2.3176 -0.1013 0.1013 0.2123 0 1
20 7 938 0 0 0 1 0 1.0033 0 0.9968 0.0029 0.0876 0.1123 0.8628 0.9069 0.0728 0.3772 0.4754 2.6807 -0.0218 0.0218 0.2003 0 1
20 8 1062 0 0 0 1 0 1.0032 0 0.9961 -0.1312 0.142 0.1726 0.6185 0.9178 -0.1271 0.3924 0.493 2.505 0.0619 0.0619 0.1693 0 1
20 9 941 0 0 0 1 0 1.0062 0 0.996 -0.1685 0.1779 0.2062 0.7774 0.8959 -0.2017 0.4367 0.5493 2.6524 -0.0481 0.0481 0.1885 0 1
20 10 1044 0 0 0 1 0 1.0098 0 0.9977 -0.2407 0.2407 0.2572 0.7178 0.9188 -0.2249 0.4188 0.5302 2.5062 0.0311 0.0311 0.1719 0 1
20 11 990 0 0 0 0 0 1.0049 0 0.9979 0.1761 0.1761 0.1938 0.7316 0.9069 0.1434 0.4248 0.5251 2.5284 0.0168 0.0168 0.1719 0 0
20 12 957 0 0 0 0 0 1.0052 0 0.9943 -0.1083 0.1449 0.1735 0.9056 0.9099 -0.0816 0.379 0.4788 2.5921 -0.0035 0.0035 0.1849 0 0
20 13 896 0 0 0 0 0 1.0021 0 0.9965 -0.0304 0.0892 0.1198 0.7327 0.8894 -0.0279 0.3753 0.4878 2.546 -0.0786 0.0786 0.2051 0 0
20 14 913 0 0 0 1 0 1.0042 0 0.9979 -0.0554 0.0875 0.1091 0.771 0.9006 -0.0652 0.3874 0.4827 2.3452 -0.0569 0.0569 0.1954 0 1
20 15 962 0 0 0 0 0 1.0046 0 0.9943 -0.1348 0.1571 0.1912 0.7597 0.9054 -0.0863 0.4046 0.4963 2.4795 -0.0076 0.0076 0.199 0 0
20 16 1017 0 0 0 0 0 1.0078 0 0.996 0.0198 0.0871 0.113 0.6647 0.9162 0.0281 0.3687 0.4694 2.4411 0.0227 0.0227 0.1821 0 0
20 17 1106 0 0 0 0 0 1.002 0 0.9978 0.0806 0.0968 0.1226 0.8536 0.9183 0.1106 0.3881 0.4853 2.4247 0.0798 0.0798 0.1645 0 0
20 18 1332 0 0 0 0 0 1.003 0 0.9961 0.134 0.1436 0.1729 0.7113 0.9218 0.1405 0.3948 0.5043 2.6208 0.0831 0.0831 0.1684 0 0
20 19 1322 0 0 0 0 0 1.0117 1 0.9965 0.0778 0.1249 0.1551 0.9902 0.9088 0.0771 0.4003 0.5021 2.5851 0.0844 0.0844 0.1771 1 0
20 20 1160 0 0 0 0 0 1.0041 0 0.9982 0.0502 0.081 0.1008 0.7802 0.9193 0.0492 0.3849 0.488 2.6036 0.0828 0.0828 0.1741 0 0
20 21 1004 0 0 0 1 0 1.005 0 0.9957 -0.007 0.105 0.1318 0.7355 0.9105 -0.0463 0.3904 0.4896 2.5431 0.0187 0.0187 0.182 0 1
20 22 904 0 0 0 1 0 1.0031 0 0.9963 -0.1042 0.1182 0.1414 0.5882 0.8957 -0.1173 0.4014 0.5029 2.5949 -0.0667 0.0667 0.1905 0 1
20 23 912 0 0 0 0 0 1.0014 0 0.9974 0.0926 0.1048 0.122 0.6112 0.891 0.0297 0.3969 0.4864 2.7775 -0.0408 0.0408 0.1983 0 0
20 24 997 0 0 0 1 0 1.0048 0 0.9966 0.1995 0.1995 0.2244 0.7492 0.8982 0.1815 0.4256 0.5283 2.4652 0.0043 0.0043 0.1851 0 1
