cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rmse beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.CI lambda.bias lambda.abbias lambda.CI corrupt efficiency
16 1 94 2 0 0 1 1 1.0041 0 0.8891 -0.2466 0.4169 0.5502 2.5609 0.9582 -0.2106 0.3259 0.412 1.9258 -0.0049 0.0049 0.5358 1 1
16 2 93 2 0 0 1 0 1.003 0 0.8806 0.5121 0.6033 0.7509 3.12 0.9704 0.467 0.4703 0.5429 2.3324 -0.0568 0.0568 0.5506 1 1
16 3 79 0 0 0 0 0 1.0047 0 0.9208 0.1798 0.4802 0.6091 2.8176 0.947 0.0624 0.3156 0.3802 1.9395 -0.1788 0.1788 0.5996 0 0
16 4 110 29 0 0 1 3 1.0126 0 0.9042 0.0368 0.3367 0.4274 2.4034 0.9517 0.0803 0.3485 0.4568 2.5887 0.052 0.052 0.5659 1 1
16 5 104 5 0 0 1 0 1.0015 0 0.9043 0.2553 0.6161 0.8088 3.2404 0.9356 0.3354 0.3968 0.5066 1.4579 0.0537 0.0537 0.603 1 1
16 6 106 4 0 0 1 0 1.0066 0 0.8938 -0.1151 0.3665 0.4543 2.6354 0.9613 -0.0609 0.3053 0.355 2.0533 0.0521 0.0521 0.4895 1 1
16 7 123 1 0 0 1 0 1.0047 0 0.907 -0.194 0.4148 0.5454 2.7339 0.972 -0.164 0.2869 0.3466 1.8938 0.1039 0.1039 0.4772 1 1
16 8 91 3 0 0 1 0 1.0081 0 0.8959 -0.0625 0.3859 0.5114 2.4322 0.9615 -0.0451 0.2274 0.2992 1.8532 -0.0149 0.0149 0.5604 1 1
16 9 145 8 0 0 1 0 1.0042 0 0.8955 0.0545 0.4511 0.582 3.0918 0.954 0.1459 0.3395 0.4309 2.403 0.1222 0.1222 0.4913 1 1
16 10 86 0 0 0 1 0 1.0035 0 0.9173 -0.197 0.3725 0.4908 2.6762 0.9662 -0.2632 0.3154 0.3926 2.2694 -0.0217 0.0217 0.4937 0 1
16 11 75 3 0 0 1 0 1.0039 0 0.8631 -0.6596 0.7103 1.021 3.473 0.9506 -0.5328 0.5595 0.6127 1.6522 -0.2671 0.2671 0.659 1 1
16 12 83 0 0 0 1 0 1.0038 0 0.916 0.2334 0.4523 0.5584 2.6937 0.9662 0.2247 0.3335 0.4134 1.9407 -0.0874 0.0874 0.5157 0 1
16 13 114 7 0 0 1 0 1.0044 0 0.9107 0.1347 0.3362 0.4192 2.6771 0.9505 0.1202 0.2574 0.3563 2.0156 0.0665 0.0665 0.519 1 1
16 14 88 0 0 0 1 0 1.0059 0 0.9277 -0.1621 0.4589 0.5693 2.8775 0.9594 -0.2258 0.3452 0.4518 1.9987 -0.0209 0.0209 0.5062 0 1
16 15 89 0 0 0 1 0 1.0039 0 0.8931 -0.1056 0.4846 0.6293 2.9663 0.9552 -0.024 0.3335 0.4048 1.7243 0.0238 0.0238 0.5078 0 1
16 16 145 5 0 0 0 0 1.0022 0 0.9051 -0.1195 0.4078 0.5576 2.5888 0.9686 -0.0982 0.3115 0.4034 2.3386 0.1391 0.1391 0.4704 1 0
16 17 104 23 0 0 1 0 1.007 0 0.9179 0.4527 0.5069 0.6791 3.1268 0.9471 0.3503 0.3877 0.46 1.733 -0.0371 0.0371 0.6233 1 1
16 18 86 0 0 0 0 0 1.0152 0 0.9422 0.2234 0.3721 0.4869 2.7881 0.9666 0.1709 0.2769 0.343 1.8483 -0.0544 0.0544 0.5346 0 0
16 19 88 3 0 0 0 0 1.0074 0 0.9543 0.1447 0.3485 0.4339 2.674 0.9544 0.0994 0.3402 0.4322 2.2056 -0.0297 0.0297 0.4785 1 0
16 20 122 7 0 0 1 0 1.003 0 0.9359 0.1966 0.3269 0.4387 2.5425 0.9542 0.2003 0.3075 0.3687 2.1505 0.0981 0.0981 0.5198 1 1
16 21 97 1 0 0 1 0 1.012 0 0.8767 -0.1047 0.329 0.4308 2.2257 0.9676 -0.0324 0.2464 0.3084 1.9194 -0.0038 0.0038 0.504 1 1
16 22 103 4 0 0 1 0 1.0311 0 0.8735 -0.1071 0.5192 0.7319 2.9007 0.9605 -0.1593 0.2926 0.3889 2.3446 0.0558 0.0558 0.5597 1 1
16 23 96 3 0 0 1 1 1.0029 0 0.9063 0.4476 0.5679 0.7104 2.7594 0.9619 0.4078 0.4671 0.5747 1.952 0.0201 0.0201 0.5257 1 1
16 24 90 7 0 0 1 0 1.0033 0 0.9279 0.2706 0.4643 0.577 2.6738 0.9559 0.174 0.2751 0.355 1.848 -0.0195 0.0195 0.5798 1 1
