cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rmse beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.CI lambda.bias lambda.abbias lambda.CI corrupt efficiency
20 1 1111 0 0 0 6 0 1.0086 0 0.9828 -0.001 0.159 0.2086 1.5656 0.9614 -0.0019 0.2461 0.3106 2.3146 -0.0114 0.0114 0.1814 0 1
20 2 1011 0 0 0 1 0 1.0068 0 0.9869 0.0313 0.1456 0.1828 1.2564 0.9616 0.0342 0.2435 0.3068 2.2087 -0.0277 0.0277 0.1664 0 1
20 3 1125 0 0 0 1 0 1.0081 0 0.9892 -0.0486 0.1516 0.1758 1.6295 0.9601 -0.0224 0.2482 0.317 2.3058 0.0101 0.0101 0.1688 0 1
20 4 1171 0 0 0 1 0 1.0051 0 0.9818 0.1729 0.1971 0.2553 1.1895 0.9573 0.1624 0.2891 0.3596 2.3821 0.0064 0.0064 0.1685 0 1
20 5 1308 0 0 0 0 0 1.0035 0 0.9879 -0.0694 0.1798 0.2619 2.1081 0.9618 -0.0767 0.2654 0.3368 2.1969 0.0643 0.0643 0.1607 0 0
20 6 838 0 0 0 1 1 1.0049 0 0.9917 0.0308 0.1137 0.1564 1.9294 0.9572 0.0366 0.2446 0.305 2.238 -0.0558 0.0558 0.1856 0 1
20 7 903 0 0 0 1 1 1.0051 0 0.9841 0.2108 0.2519 0.2916 1.8245 0.9599 0.2283 0.3109 0.3869 2.0445 -0.0419 0.0419 0.1695 0 1
20 8 1238 0 0 0 0 0 1.0044 0 0.987 -0.0392 0.1306 0.1671 1.0168 0.9639 -0.0573 0.258 0.3245 2.3106 0.0529 0.0529 0.1529 0 0
20 9 838 0 0 0 2 1 1.0079 0 0.9887 0.0613 0.1194 0.1786 1.2918 0.9507 0.0457 0.2834 0.3605 2.56 -0.0509 0.0509 0.1696 0 1
20 10 1147 0 0 0 1 0 1.0103 0 0.9898 -0.076 0.1529 0.1884 2.2425 0.9636 -0.077 0.2698 0.3379 2.3367 0.0118 0.0118 0.1592 0 1
20 11 865 0 0 0 1 0 1.0045 0 0.9905 -0.0365 0.1531 0.2077 1.797 0.9619 -0.0011 0.2669 0.334 2.233 -0.0413 0.0413 0.1741 0 1
20 12 1075 0 0 0 1 0 1.0091 0 0.9911 0.1315 0.1782 0.2253 1.6915 0.9568 0.1378 0.2887 0.3581 2.2017 0.0142 0.0142 0.1658 0 1
20 13 792 0 0 0 1 0 1.002 0 0.9877 0.0786 0.1547 0.1959 1.3093 0.9541 0.0596 0.2527 0.325 2.1617 -0.0907 0.0907 0.1758 0 1
20 14 893 0 0 0 1 0 1.0237 0 0.9896 0.0717 0.1283 0.1708 1.9365 0.9566 0.0438 0.2519 0.3232 2.5421 -0.0331 0.0331 0.1792 0 1
20 15 1099 0 0 0 1 0 1.0052 0 0.9884 0.2277 0.2417 0.2824 1.3018 0.9599 0.1836 0.2926 0.3739 2.3352 -0.0211 0.0211 0.1632 0 1
20 16 1150 0 0 0 0 0 1.0057 0 0.9892 -0.1151 0.1756 0.2262 1.3806 0.9615 -0.0914 0.264 0.3356 2.1835 0.0055 0.0055 0.1687 0 0
20 17 1320 0 0 0 0 0 1.0023 0 0.988 0.0438 0.1429 0.1785 1.3823 0.9679 0.0469 0.2413 0.3037 2.2454 0.0664 0.0664 0.1595 0 0
20 18 1403 0 0 0 0 0 1.0029 0 0.9884 0.0305 0.1572 0.197 1.2882 0.9633 0.0422 0.2683 0.3386 2.4692 0.1104 0.1104 0.1512 0 0
20 19 1293 0 0 0 0 0 1.006 0 0.9896 0.0599 0.1284 0.1653 1.4875 0.9653 0.0441 0.2437 0.3156 2.2371 0.0566 0.0566 0.1781 0 0
20 20 1218 0 0 0 0 0 1.0036 0 0.9883 -0.0739 0.1781 0.2162 1.5742 0.9639 -0.069 0.2702 0.3386 2.0518 0.0533 0.0533 0.1569 0 0
20 21 1026 0 0 0 1 0 1.0032 0 0.9868 -0.111 0.1573 0.2073 1.1258 0.9617 -0.0832 0.2615 0.3349 2.4286 -0.0257 0.0257 0.167 0 1
20 22 1040 0 0 0 1 0 1.0029 0 0.9836 -0.0673 0.1524 0.208 1.297 0.9532 -0.0951 0.2754 0.3446 2.2316 -0.0085 0.0085 0.1673 0 1
20 23 807 0 0 0 1 0 1.0094 0 0.9854 -0.1145 0.2013 0.2633 1.7488 0.9465 -0.1233 0.2916 0.3674 2.1654 -0.069 0.069 0.1895 0 1
20 24 896 0 0 0 2 1 1.0058 0 0.9837 -0.0839 0.1536 0.2326 1.602 0.9598 -0.0337 0.2522 0.3213 2.3314 -0.0469 0.0469 0.1844 0 1
