cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat alpha.cor alpha.bias alpha.abbias alpha.rmse alpha.CI beta.cor beta.bias beta.abbias beta.rmse beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.CI lambda.bias lambda.abbias lambda.CI corrupt efficiency
4 1 169 0 0 0 2 0 1.0124 1 0.9627 -0.1676 0.1676 0.1783 1.2522 0.9914 -0.0664 0.2164 0.3003 2.6917 0.7707 -0.0351 0.5563 0.7065 3.9725 0.0333 0.0333 0.3978 1 1
4 2 177 0 0 0 1 0 1.0032 0 0.3137 -0.1068 0.1817 0.1958 0.9402 0.9866 0.1426 0.2468 0.2723 2.416 0.75 0.1054 0.5934 0.7363 3.5852 -0.0309 0.0309 0.3384 0 1
4 3 229 0 0 0 2 0 1.0069 0 0.8915 -0.4048 0.4048 0.4798 0.8419 0.995 0.1162 0.4391 0.561 3.1894 0.8325 0.0238 0.5186 0.6587 4.4217 0.187 0.187 0.3079 0 1
4 4 164 0 0 0 2 2 1.0071 0 -0.2899 -0.0277 0.2741 0.2963 1.3916 0.9745 -0.2503 0.3983 0.4509 3.267 0.6992 -0.1236 0.6735 0.8258 3.6885 -0.014 0.014 0.3642 0 1
4 5 193 0 0 0 1 0 1.0123 1 0.9366 0.0013 0.1242 0.1335 0.9346 0.9956 0.2493 0.2493 0.2644 1.3062 0.7643 0.2275 0.6515 0.8011 3.5363 0.1003 0.1003 0.3039 1 1
4 6 175 0 0 0 1 0 1.0038 0 0.4689 -0.0748 0.2177 0.2246 0.9628 0.9772 0.3008 0.3387 0.3837 1.3299 0.7827 0.2512 0.5671 0.7014 3.3249 -0.0901 0.0901 0.3491 0 1
4 7 178 0 0 0 1 0 1.0016 0 0.9068 0.0274 0.0973 0.1138 0.9121 0.9948 -0.002 0.0909 0.1241 1.7606 0.7348 -0.0885 0.6319 0.7911 3.6331 0.0517 0.0517 0.3152 0 1
4 8 191 0 0 0 0 0 1.0063 0 -0.2438 -0.2059 0.2571 0.287 0.7392 0.9948 -0.2396 0.2967 0.4083 2.9323 0.7604 0.0058 0.5971 0.7628 3.7951 0.1481 0.1481 0.2771 0 0
4 9 167 0 0 0 1 0 1.0031 0 0.9669 -0.1565 0.1699 0.2153 0.9957 0.9976 0.067 0.264 0.3389 3.1674 0.7112 0.051 0.5422 0.7059 3.7031 -0.0919 0.0919 0.4016 0 1
4 10 176 0 0 0 3 0 1.0095 0 0.7618 -0.086 0.1157 0.1587 0.9924 0.9929 0.01 0.1369 0.1923 2.1772 0.6748 0.0741 0.62 0.7929 3.6846 -0.0221 0.0221 0.374 0 1
4 11 194 0 0 0 1 0 1.0042 0 0.2614 -0.2546 0.2596 0.3191 0.8534 0.9917 -0.1629 0.2842 0.3645 1.8153 0.7997 -0.2195 0.5262 0.6631 3.4202 0.031 0.031 0.3059 0 1
4 12 185 0 0 0 1 0 1.0059 0 0.9807 -0.1718 0.1718 0.219 1.0066 0.9944 0.2437 0.2943 0.4543 3.7132 0.8082 -0.0179 0.5389 0.6716 3.7592 0.0762 0.0762 0.345 0 1
4 13 162 0 0 0 1 0 1.0056 0 0.7007 0.0894 0.1139 0.1291 0.9982 0.9978 -0.0361 0.1039 0.1097 2.4223 0.7564 -0.0347 0.5978 0.7432 3.6097 -0.0711 0.0711 0.3126 0 1
4 14 167 0 0 0 2 0 1.0055 0 0.8783 -0.2123 0.2123 0.2198 1.0253 0.9923 -0.0899 0.239 0.3027 2.7251 0.6996 -0.0833 0.592 0.7607 3.6503 -0.0546 0.0546 0.4026 0 1
4 15 192 0 0 0 0 0 1.0036 0 0.9999 -0.0795 0.0795 0.0967 0.9157 0.9972 0.0401 0.1225 0.1411 2.3471 0.7782 0.2225 0.605 0.7599 3.8674 0.071 0.071 0.3106 0 0
4 16 175 0 0 0 2 0 1.0015 0 0.9932 0.1237 0.2489 0.3374 1.5707 0.9896 -0.331 0.331 0.4004 2.8783 0.7653 -0.137 0.5942 0.745 3.4804 -0.0548 0.0548 0.3326 0 1
4 17 164 0 0 0 7 5 1.0269 1 0.9746 -0.0964 0.2104 0.2126 1.7697 0.9782 -0.2139 0.4875 0.5545 3.5029 0.6329 -0.1998 0.6493 0.8246 3.7675 -0.2376 0.2376 0.6511 1 1
4 18 200 0 0 0 1 0 1.0101 1 0.9773 -0.1398 0.1398 0.1404 0.7183 0.9942 -0.0256 0.162 0.1969 1.7907 0.7968 -0.0272 0.5813 0.73 3.6873 0.13 0.13 0.2889 1 1
