cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rmse beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.CI lambda.bias lambda.abbias lambda.CI corrupt efficiency
5 1 216 0 0 0 0 0 1.006 0 0.9822 -0.1447 0.1688 0.2466 1.2012 0.8845 -0.1247 0.4339 0.5463 2.9697 0.0039 0.0039 0.1863 0 0
5 2 210 0 0 0 0 0 1.002 0 0.9909 0.0745 0.1472 0.1903 1.2022 0.8817 0.0173 0.4462 0.5611 2.8931 -0.0627 0.0627 0.2097 0 0
5 3 239 0 0 0 0 0 1.0044 0 0.9809 -0.0848 0.1429 0.1776 0.8411 0.8854 -0.0823 0.4281 0.5399 3.0866 0.0393 0.0393 0.1958 0 0
5 4 223 0 0 0 0 0 1.0044 0 0.9901 0.0185 0.1047 0.144 1.0612 0.8876 0.0504 0.4186 0.5354 3.0541 0.038 0.038 0.1856 0 0
5 5 209 0 0 0 0 0 1.0025 0 0.9856 0.0077 0.1783 0.26 1.4605 0.8695 0.0556 0.4532 0.5648 2.9574 0.042 0.042 0.1953 0 0
5 6 199 0 0 0 0 0 1.0051 0 0.9908 -0.0789 0.1315 0.1655 1.2238 0.873 -0.0752 0.4231 0.5463 2.9072 -0.0237 0.0237 0.1981 0 0
5 7 210 0 0 0 0 0 1.0036 0 0.9918 -0.0166 0.2261 0.2868 2.2717 0.8495 -0.1052 0.5048 0.6249 2.7738 -0.0051 0.0051 0.21 0 0
5 8 204 0 0 0 0 0 1.0022 0 0.9889 -0.0625 0.1225 0.1503 1.2141 0.8526 -0.057 0.4576 0.5792 3.3554 -0.0449 0.0449 0.2169 0 0
5 9 237 0 0 0 0 0 1.0025 0 0.9963 0.0134 0.084 0.0989 1.1774 0.8867 0.0102 0.4336 0.5572 3.1095 0.0893 0.0893 0.1699 0 0
5 10 212 0 0 0 0 0 1.0035 0 0.9916 0.1713 0.22 0.2436 1.4948 0.871 0.1274 0.4356 0.5634 2.9127 -0.0028 0.0028 0.2031 0 0
5 11 214 0 0 0 0 0 1.0024 0 0.9525 0.0806 0.2173 0.3 1.1025 0.9004 0.1028 0.4174 0.5332 3.1466 0.0395 0.0395 0.1842 0 0
5 12 206 0 0 0 1 0 1.0018 0 0.9631 -0.003 0.1674 0.1987 1.0179 0.8861 -0.0104 0.4022 0.5062 3.1444 -0.0405 0.0405 0.204 0 1
5 13 211 0 0 0 1 0 1.0076 0 0.9931 0.0432 0.1001 0.1415 2.0122 0.8694 0.0104 0.4532 0.5968 3.4342 0.0248 0.0248 0.2125 0 1
5 14 204 0 0 0 0 0 1.0026 0 0.9942 -0.0057 0.0765 0.0903 0.8221 0.8711 0.0171 0.441 0.5646 3.0296 -0.0124 0.0124 0.196 0 0
5 15 198 0 0 0 0 0 1.0083 0 0.9951 -0.0779 0.1248 0.1441 1.0663 0.8732 -0.0563 0.4377 0.5591 2.7256 -0.0342 0.0342 0.2049 0 0
5 16 260 0 0 0 0 0 1.0018 0 0.9862 -0.0845 0.1325 0.173 0.9222 0.8905 -0.0627 0.449 0.5743 3.0121 0.0904 0.0904 0.1726 0 0
5 17 191 0 0 0 0 0 1.0021 0 0.989 -0.1284 0.185 0.2277 1.6683 0.8739 -0.1453 0.4625 0.5842 2.8998 -0.0364 0.0364 0.2046 0 0
5 18 210 0 0 0 0 0 1.0018 0 0.9961 0.126 0.1411 0.178 1.4027 0.8685 0.1328 0.4576 0.5747 3.0516 0.023 0.023 0.1912 0 0
5 19 219 0 0 0 0 0 1.0025 0 0.983 0.0032 0.1328 0.1639 1.0296 0.879 0.006 0.4513 0.5792 3.1799 0.0234 0.0234 0.186 0 0
5 20 212 0 0 0 0 0 1.0074 0 0.9884 0.0363 0.1305 0.1673 1.0084 0.883 -0.0581 0.4235 0.5391 2.8836 0.0052 0.0052 0.1953 0 0
5 21 217 0 0 0 0 0 1.0028 0 0.9824 -0.1146 0.1632 0.2383 0.9842 0.886 -0.0758 0.4319 0.546 3.1518 0.029 0.029 0.1861 0 0
5 22 194 0 0 0 0 0 1.0013 0 0.9941 0.2295 0.2385 0.2721 1.2246 0.871 0.2067 0.463 0.5871 2.9137 -0.0455 0.0455 0.2147 0 0
5 23 197 0 0 0 0 0 1.0066 0 0.9832 -0.0991 0.2316 0.3014 1.3638 0.8779 -0.064 0.4565 0.5834 2.9202 -0.0359 0.0359 0.2057 0 0
5 24 198 0 0 0 0 0 1.0045 0 0.9758 -0.0326 0.18 0.198 0.8538 0.8948 -0.0292 0.4187 0.5329 2.8447 -0.0513 0.0513 0.1998 0 0
