cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rmse beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.CI lambda.bias lambda.abbias lambda.CI corrupt efficiency
10 1 440 0 0 0 0 0 1.0031 0 0.9742 0.2472 0.2582 0.4188 2.3311 0.9205 0.1172 0.3633 0.4551 2.8093 -0.0025 0.0025 0.192 0 0
10 2 446 0 0 0 1 0 1.0044 0 0.9929 0.0094 0.1092 0.1466 1.0966 0.9405 0.0038 0.3272 0.4159 2.5257 0.0074 0.0074 0.1738 0 1
10 3 444 0 0 0 1 0 1.0181 0 0.989 0.0336 0.1262 0.1553 1.0273 0.9238 0.0193 0.344 0.4408 2.5448 -0.0117 0.0117 0.1806 0 1
10 4 465 0 0 0 1 0 1.0022 0 0.9928 0.0708 0.1051 0.1281 0.9176 0.9328 0.0306 0.3172 0.404 2.5617 0.002 0.002 0.1732 0 1
10 5 480 0 0 0 1 0 1.0032 0 0.9769 0.146 0.2036 0.2512 0.8617 0.9452 0.1206 0.3351 0.4209 2.5076 0.0038 0.0038 0.1757 0 1
10 6 446 0 0 0 1 0 1.0042 0 0.9805 0.0771 0.1639 0.2024 1.0982 0.9276 0.0395 0.3469 0.4311 2.8224 -0.0077 0.0077 0.1715 0 1
10 7 417 0 0 0 1 0 1.0038 0 0.9947 -0.0938 0.1399 0.1727 1.7215 0.9217 -0.0673 0.3476 0.4298 2.6532 -0.0079 0.0079 0.1969 0 1
10 8 418 0 0 0 1 0 1.0041 0 0.9904 0.0536 0.1156 0.1659 1.2671 0.9314 0.0652 0.3369 0.4156 2.489 -0.0412 0.0412 0.1797 0 1
10 9 436 0 0 0 1 0 1.0027 0 0.9838 0.1706 0.2275 0.2823 1.5798 0.93 0.1771 0.3605 0.4539 2.6876 0.0019 0.0019 0.1789 0 1
10 10 571 0 0 0 0 0 1.0041 0 0.9454 -0.3003 0.382 0.5679 2.7961 0.9251 -0.1982 0.4196 0.5185 2.8736 0.0679 0.0679 0.1889 0 0
10 11 418 0 0 0 0 0 1.0051 0 0.9881 0.0741 0.1799 0.2223 1.2951 0.9314 0.0824 0.3539 0.4422 2.5764 -0.0453 0.0453 0.1796 0 0
10 12 430 0 0 0 1 0 1.0043 0 0.9872 -0.2872 0.3103 0.3893 1.6761 0.9241 -0.2529 0.4254 0.5262 2.6827 -0.0077 0.0077 0.18 0 1
10 13 459 0 0 0 1 1 1.0077 0 0.9895 0.01 0.1745 0.2264 1.7657 0.9221 0.0144 0.3657 0.4708 2.5984 0.0176 0.0176 0.1774 0 1
10 14 463 0 0 0 1 0 1.0059 0 0.9898 9e-04 0.1224 0.1887 1.3777 0.9243 -0.0402 0.3491 0.4426 2.654 0.0326 0.0326 0.1753 0 1
10 15 413 0 0 0 1 0 1.0053 0 0.9835 -0.1385 0.1656 0.1975 0.8757 0.9301 -0.0915 0.3405 0.4312 2.7318 -0.0287 0.0287 0.1861 0 1
10 16 403 0 0 0 0 0 1.0012 0 0.9863 0.0724 0.1988 0.2892 1.5712 0.9192 0.0216 0.3661 0.4617 2.2362 -0.0908 0.0908 0.1928 0 0
10 17 463 0 0 0 1 0 1.0019 0 0.9829 0.0599 0.1762 0.2268 0.9808 0.9444 0.0063 0.3317 0.4186 2.533 -0.0117 0.0117 0.173 0 1
10 18 388 0 0 0 1 0 1.0039 0 0.9866 -0.0451 0.1373 0.174 1.1911 0.9278 0.0031 0.3194 0.4087 2.7399 -0.0672 0.0672 0.1858 0 1
10 19 427 0 0 0 1 0 1.0105 0 0.9878 -0.1069 0.1454 0.1829 1.1668 0.9329 -0.1159 0.332 0.4211 2.6478 -0.0229 0.0229 0.1852 0 1
10 20 423 0 0 0 1 0 1.006 0 0.991 -0.0288 0.1091 0.1364 1.0569 0.9377 -0.0427 0.3064 0.3836 2.7361 -0.0485 0.0485 0.1823 0 1
10 21 580 0 0 0 0 0 1.006 0 0.9904 0.0393 0.1255 0.1667 1.4096 0.9288 0.0834 0.3431 0.4443 2.8407 0.068 0.068 0.1707 0 0
10 22 447 0 0 0 0 0 1.0052 0 0.9802 -0.0024 0.1726 0.2411 1.5991 0.9369 0.0128 0.3308 0.4056 2.6978 -0.0094 0.0094 0.1889 0 0
10 23 416 0 0 0 1 0 1.0085 0 0.9867 0.0085 0.1717 0.2662 2.0972 0.9238 -0.0318 0.3587 0.4525 2.4711 2e-04 2e-04 0.1853 0 1
10 24 445 0 0 0 1 0 1.002 0 0.9829 0.1239 0.1584 0.254 1.2855 0.9303 0.101 0.3539 0.4586 2.7058 -9e-04 9e-04 0.1679 0 1
