cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rmse beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.CI lambda.bias lambda.abbias lambda.CI corrupt efficiency
8 1 146 0 0 0 1 0 1.004 0 0.9466 0.0457 0.2586 0.3524 1.6814 0.9089 -0.0901 0.3819 0.5151 2.7842 -0.0196 0.0196 0.3034 0 1
8 2 155 0 0 0 0 0 1.0029 0 0.9701 0.1995 0.3371 0.4207 2.7778 0.9095 0.2663 0.4254 0.5367 2.2673 -0.023 0.023 0.2951 0 0
8 3 153 0 0 0 0 0 1.0024 0 0.9734 -0.2167 0.263 0.3331 1.8363 0.9351 -0.1888 0.356 0.4497 2.5495 -0.0224 0.0224 0.2785 0 0
8 4 159 0 0 0 1 0 1.007 0 0.9528 0.1184 0.2872 0.3541 1.6032 0.9496 0.0204 0.3215 0.4125 2.6778 0.0279 0.0279 0.2741 0 1
8 5 140 0 0 0 0 0 1.0014 0 0.973 0.0039 0.2863 0.3952 1.9546 0.9305 0.0371 0.3161 0.4175 2.3861 -0.098 0.098 0.324 0 0
8 6 141 0 0 0 0 0 1.002 0 0.9732 -0.0953 0.2331 0.2939 2.1969 0.9339 -0.086 0.3106 0.399 2.238 -0.102 0.102 0.3188 0 0
8 7 162 0 0 0 0 0 1.0018 0 0.9724 -0.0355 0.2169 0.2697 1.6349 0.9372 -0.021 0.3187 0.4124 2.4805 0.0492 0.0492 0.2739 0 0
8 8 138 0 0 0 0 0 1.004 0 0.9686 0.0702 0.2052 0.2446 1.3607 0.9282 0.0635 0.3428 0.4232 2.6591 -0.109 0.109 0.3113 0 0
8 9 179 0 0 0 0 0 1.0029 0 0.9762 0.5176 0.5176 0.5809 1.6376 0.9379 0.4422 0.5462 0.644 3.2216 0.0811 0.0811 0.2587 0 0
8 10 163 0 0 0 1 0 1.0059 0 0.9715 -0.1078 0.2603 0.3319 2.2919 0.9434 -0.1035 0.3077 0.3963 2.5782 0.0619 0.0619 0.2548 0 1
8 11 171 0 0 0 1 0 1.0038 0 0.9721 -0.035 0.218 0.272 1.7014 0.9355 0.0264 0.3242 0.3979 2.409 0.0938 0.0938 0.2647 0 1
8 12 154 0 0 0 1 0 1.0047 0 0.9791 -0.2666 0.2884 0.3308 1.4789 0.9167 -0.2659 0.4373 0.5316 2.4924 0.0249 0.0249 0.2815 0 1
8 13 142 0 0 0 0 0 1.0042 0 0.9804 -0.1224 0.2546 0.3387 1.6747 0.9319 -0.1086 0.3529 0.4501 2.4096 -0.0933 0.0933 0.3224 0 0
8 14 143 0 0 0 0 0 1.0012 0 0.9619 -0.1763 0.2791 0.3639 2.3017 0.9212 -0.1876 0.3743 0.4699 2.6702 -0.0543 0.0543 0.3255 0 0
8 15 160 0 0 0 0 0 1.0128 0 0.96 0.12 0.2402 0.3109 1.6949 0.9278 0.0756 0.3465 0.4394 2.7099 0.0547 0.0547 0.2688 0 0
8 16 147 0 0 0 1 0 1.0011 0 0.9623 -0.3237 0.3438 0.4686 1.9519 0.9385 -0.1703 0.3438 0.4413 2.8921 -0.007 0.007 0.309 0 1
8 17 156 0 0 0 1 0 1.0057 0 0.9332 0.0536 0.2168 0.3138 1.4457 0.9297 0.0475 0.36 0.4696 2.6147 0.0236 0.0236 0.2992 0 1
8 18 139 0 0 0 0 0 1.0052 0 0.9748 -0.1628 0.2477 0.3285 2.283 0.9097 -0.1578 0.3833 0.4866 2.4273 -0.1252 0.1252 0.3178 0 0
8 19 142 0 0 0 0 0 1.0059 0 0.9692 0.2345 0.321 0.3733 1.5947 0.9312 0.1176 0.3386 0.4274 2.3957 -0.0869 0.0869 0.3039 0 0
8 20 141 0 0 0 0 0 1.0027 0 0.9882 0.0717 0.1685 0.2097 2.335 0.9105 0.0806 0.3345 0.4114 2.1902 -0.0759 0.0759 0.3279 0 0
8 21 156 0 0 0 0 0 1.0074 0 0.9781 0.0344 0.2507 0.2989 1.645 0.9153 -0.0036 0.407 0.5044 2.4997 0.0367 0.0367 0.2657 0 0
8 22 144 0 0 0 0 0 1.001 0 0.9599 0.0558 0.222 0.2741 1.4788 0.9291 -0.0079 0.3501 0.4629 2.6783 -0.0696 0.0696 0.2976 0 0
8 23 159 0 0 0 1 0 1.0088 0 0.9532 -0.1241 0.3685 0.5075 2.2767 0.9196 -0.0336 0.3541 0.4407 2.7125 0.028 0.028 0.3021 0 1
8 24 151 0 0 0 0 0 1.0069 0 0.966 0.0636 0.2149 0.3068 1.6211 0.9321 0.0721 0.351 0.4557 2.4415 -0.0501 0.0501 0.2789 0 0
