cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rmse beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.CI lambda.bias lambda.abbias lambda.CI corrupt efficiency
6 1 43 0 0 0 1 0 1.0016 0 0.9383 -0.0846 0.3043 0.4099 2.5193 0.9339 -0.1596 0.3475 0.4315 2.3603 -0.0742 0.0742 0.5789 0 1
6 2 39 1 0 0 1 0 1.0017 0 0.9381 -0.1097 0.3139 0.4084 2.5322 0.909 -0.0658 0.2727 0.3509 1.9447 -0.2246 0.2246 0.744 1 1
6 3 58 11 0 0 0 0 1.0047 0 0.8985 -0.2582 0.4773 0.5706 2.6059 0.9548 -0.3458 0.4267 0.5284 2.5135 0.1005 0.1005 0.5244 1 0
6 4 41 2 0 0 0 0 1.0053 0 0.9126 -0.1592 0.3704 0.4701 2.5456 0.9219 -0.0642 0.3014 0.3982 2.1459 -0.067 0.067 0.5804 1 0
6 5 125 32 0 0 0 0 1.0014 0 0.9214 -0.5012 0.5314 0.6668 3.1549 0.9243 -0.4827 0.5784 0.6826 3.3849 0.2827 0.2827 0.3667 1 0
6 6 47 8 0 0 1 0 1.0036 0 0.8778 0.2565 0.4337 0.541 2.4868 0.9057 0.3743 0.4942 0.5674 2.7487 -0.0312 0.0312 0.601 1 1
6 7 41 6 0 0 0 0 1.0022 0 0.8949 -0.2135 0.4078 0.5581 2.7513 0.9116 -0.1361 0.3959 0.4863 2.3772 -0.1488 0.1488 0.682 1 0
6 8 38 0 0 0 0 0 1.0015 0 0.8538 0.0014 0.4607 0.6206 2.6943 0.9609 0.1096 0.3498 0.4246 2.3716 -0.0996 0.0996 0.5359 0 0
6 9 46 3 0 0 0 0 1.0038 0 0.9379 -8e-04 0.3664 0.408 2.1759 0.9312 0.0282 0.3567 0.4566 2.2154 0.0574 0.0574 0.5155 1 0
6 10 43 19 0 0 0 0 1.0157 0 0.9264 -0.1628 0.4461 0.5527 2.9945 0.9188 -0.2252 0.393 0.51 2.3375 -0.048 0.048 0.613 1 0
6 11 52 17 0 0 1 0 1.0058 0 0.9046 -0.4318 0.5851 0.7348 3.0157 0.922 -0.3271 0.4639 0.5444 2.4584 0.0018 0.0018 0.6292 1 1
6 12 37 1 0 0 0 0 1.0051 0 0.9087 0.2121 0.3722 0.4537 2.1205 0.9521 0.2461 0.3447 0.4449 2.3065 -0.1495 0.1495 0.596 1 0
6 13 41 0 0 0 0 0 1.0033 0 0.8938 0.3406 0.4112 0.5579 2.2702 0.91 0.3263 0.5036 0.6155 2.5576 -0.039 0.039 0.5223 0 0
6 14 51 17 0 0 1 2 1.0032 0 0.8613 -0.102 0.443 0.5246 2.3904 0.956 -0.0451 0.3123 0.3878 2.6117 0.0984 0.0984 0.5048 1 1
6 15 73 5 0 0 0 0 1.0026 0 0.9482 0.0546 0.34 0.447 2.8199 0.9513 0.0356 0.3552 0.4569 2.3078 0.1623 0.1623 0.4498 1 0
6 16 44 1 0 0 1 0 1.0046 0 0.9452 0.0926 0.3419 0.4452 2.5653 0.9248 0.1366 0.4001 0.4999 2.3317 -0.0205 0.0205 0.5771 1 1
6 17 32 0 0 0 1 0 1.0051 0 0.9227 0.0565 0.2877 0.3851 2.7041 0.8975 0.0699 0.2807 0.3638 2.3504 -0.2761 0.2761 0.712 0 1
6 18 41 0 0 0 0 0 1.0025 0 0.9367 0.1732 0.3575 0.453 2.6385 0.9351 0.1251 0.3118 0.379 2.2405 -0.1062 0.1062 0.5976 0 0
6 19 40 2 0 0 0 0 1.0047 0 0.9324 0.0366 0.3215 0.3816 2.5401 0.9515 -0.0082 0.3242 0.4053 2.2795 -0.0639 0.0639 0.5366 1 0
6 20 33 0 0 0 0 0 1.0017 0 0.8782 0.1757 0.3343 0.4375 2.2598 0.9109 0.0967 0.3571 0.4574 2.1729 -0.2396 0.2396 0.6336 0 0
6 21 44 0 0 0 1 0 1.0049 0 0.8906 0.5712 0.6156 0.773 2.6258 0.9138 0.5168 0.5586 0.6642 2.2516 -0.0035 0.0035 0.5903 0 1
6 22 52 2 0 0 1 1 1.002 0 0.9387 -0.5542 0.5561 0.7078 2.5769 0.9244 -0.6134 0.6668 0.7724 2.5549 0.0902 0.0902 0.508 1 1
6 23 53 3 0 0 0 0 1.0094 0 0.8925 -0.1515 0.5023 0.5915 2.8151 0.9441 -0.2093 0.3426 0.4262 2.3406 0.0802 0.0802 0.5291 1 0
6 24 48 15 0 0 1 0 1.001 0 0.905 0.0904 0.5255 0.7275 3.1063 0.9052 -0.1529 0.3813 0.4817 2.1327 -0.1063 0.1063 0.6955 1 1
