cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat alpha.cor alpha.bias alpha.abbias alpha.rmse alpha.CI beta.cor beta.bias beta.abbias beta.rmse beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.CI lambda.bias lambda.abbias lambda.CI corrupt efficiency
19 1 668 0 0 0 0 0 1.0014 0 0.8715 -0.0886 0.1162 0.1358 0.6432 0.9865 -0.1251 0.1975 0.2592 1.8439 0.8954 -0.0917 0.3907 0.491 2.4178 -0.1103 0.1103 0.2606 0 0
19 2 669 0 0 0 0 0 1.0033 0 0.3575 -0.0771 0.1245 0.1577 0.5716 0.9919 0.0114 0.2379 0.3415 3.7213 0.8755 -0.06 0.4147 0.5173 2.6133 -0.0362 0.0362 0.2458 0 0
19 3 973 0 0 0 0 0 1.0056 0 0.8765 -0.0207 0.0899 0.1041 0.6846 0.9912 0.1147 0.1704 0.2129 1.6327 0.9178 -0.002 0.3638 0.4508 2.6032 0.0492 0.0492 0.2152 0 0
19 4 693 0 0 0 0 0 1.0058 0 0.8238 0.0854 0.1341 0.1688 0.6995 0.9927 -0.0193 0.1452 0.1911 1.6071 0.9223 -0.0652 0.3629 0.4569 2.3293 -0.0688 0.0688 0.2261 0 0
19 5 673 0 0 0 0 0 1.0023 0 0.9493 0.0738 0.0966 0.111 0.7284 0.9938 0.2208 0.2339 0.2806 1.8621 0.8851 0.1462 0.4206 0.5261 2.5987 -0.0497 0.0497 0.2273 0 0
19 6 926 0 0 0 1 0 1.0082 0 0.7507 0.0016 0.0888 0.1204 0.6868 0.9965 0.1548 0.1607 0.1966 3.163 0.924 0.1685 0.3744 0.4697 2.5553 0.043 0.043 0.2365 0 1
19 7 675 0 0 0 0 0 1.0036 0 0.8089 -0.0061 0.1141 0.1335 0.7374 0.9807 0.0187 0.1675 0.2268 1.524 0.8887 -0.0331 0.4113 0.5116 2.6255 -0.0485 0.0485 0.2358 0 0
19 8 864 0 0 0 1 0 1.0086 0 0.7841 -0.0139 0.1245 0.1582 0.7547 0.9848 -0.0272 0.1664 0.2283 2.5224 0.9226 -0.0299 0.3439 0.4297 2.5512 0.0352 0.0352 0.2163 0 1
19 9 1159 0 0 0 1 0 1.0043 0 0.97 -0.1166 0.1237 0.1456 0.6278 0.9948 -0.1174 0.1924 0.2241 2.4433 0.9144 -0.197 0.4219 0.523 2.6231 0.1417 0.1417 0.1999 0 1
19 10 795 0 0 0 0 0 1.0088 0 0.9177 0.0065 0.0775 0.1057 0.786 0.992 0.2635 0.2659 0.3069 1.6838 0.9158 0.2365 0.4269 0.5336 2.6084 -0.0067 0.0067 0.2333 0 0
19 11 705 0 0 0 1 0 1.01 1 0.9606 0.0711 0.0962 0.1148 0.7768 0.9964 -0.042 0.1536 0.1966 2.0707 0.894 0.0015 0.4148 0.5188 2.3679 -0.0121 0.0121 0.2206 1 1
19 12 741 0 0 0 2 0 1.0055 0 0.891 0.1228 0.1613 0.1931 0.735 0.9796 0.135 0.2431 0.3061 1.4652 0.9227 0.0379 0.3945 0.5074 2.4944 -0.0155 0.0155 0.2147 0 1
19 13 995 0 0 0 0 0 1.0038 0 0.876 -0.0769 0.1236 0.1527 0.6847 0.9892 -0.4005 0.4146 0.4612 2.0614 0.896 -0.3541 0.5074 0.6148 2.7283 0.0776 0.0776 0.2399 0 0
19 14 729 0 0 0 0 0 1.0096 0 0.8047 -0.0984 0.1421 0.1654 0.6453 0.9889 0.0519 0.2467 0.2964 2.5777 0.884 0.0423 0.4134 0.5244 2.6707 0.0273 0.0273 0.2327 0 0
19 15 692 0 0 0 1 0 1.0034 0 0.8782 0.07 0.1199 0.1387 0.6558 0.9906 -0.0713 0.1577 0.1897 2.461 0.9139 -0.1122 0.3783 0.4826 2.4361 -0.0496 0.0496 0.227 0 1
19 16 793 0 0 0 1 0 1.004 0 0.6968 -0.0162 0.082 0.1132 0.6191 0.994 -0.1685 0.1846 0.2337 2.6262 0.891 -0.1943 0.4653 0.5755 2.6585 0.0492 0.0492 0.2261 0 1
