cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rmse beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.CI lambda.bias lambda.abbias lambda.CI corrupt efficiency
5 1 224 0 0 0 0 0 1.0014 0 0.9985 0.0146 0.0503 0.0582 0.5859 0.7645 -0.0497 0.5873 0.7378 3.4194 -0.0694 0.0694 0.2693 0 0
5 2 237 0 0 0 0 0 1.0005 0 0.9995 0.0318 0.0402 0.0484 0.6218 0.7571 -0.0204 0.6208 0.7721 3.3517 -0.1123 0.1123 0.2994 0 0
5 3 233 0 0 0 0 0 1.0049 0 0.9995 0.1278 0.128 0.1495 0.8088 0.7307 0.1117 0.6211 0.7944 3.7729 0.0853 0.0853 0.24 0 0
5 4 228 0 0 0 0 0 1.0015 0 0.9959 0.0845 0.0913 0.1117 0.6012 0.751 0.1238 0.6086 0.7741 3.4356 -0.009 0.009 0.2564 0 0
5 5 223 0 0 0 0 0 1.0009 0 0.998 0.1187 0.2596 0.2997 0.8277 0.7385 0.0877 0.6243 0.7716 3.6203 0.0015 0.0015 0.2512 0 0
5 6 229 0 0 0 0 0 1.0011 0 0.9992 -0.0787 0.0886 0.096 0.6166 0.739 -0.0962 0.5904 0.7535 3.5063 -0.045 0.045 0.2639 0 0
5 7 242 0 0 0 0 0 1.0054 0 0.9993 -0.0173 0.0378 0.0497 0.668 0.7759 -0.1388 0.6048 0.7506 3.3931 0.0688 0.0688 0.2147 0 0
5 8 228 0 0 0 0 0 1.0013 0 0.9978 -0.1333 0.1333 0.1566 0.5855 0.7611 -0.1434 0.5804 0.7341 3.4769 -0.178 0.178 0.297 0 0
5 9 226 0 0 0 0 0 1.0034 0 0.992 0.0157 0.1158 0.1272 0.5686 0.7622 0.0246 0.6132 0.7767 3.5185 0.0296 0.0296 0.2421 0 0
5 10 227 0 0 0 0 0 1.0014 0 0.9979 0.2114 0.2114 0.2274 0.6655 0.7423 0.1959 0.6085 0.7739 3.454 0.0118 0.0118 0.2463 0 0
5 11 238 0 0 0 0 0 1.0015 0 0.9957 0.204 0.204 0.2186 0.6193 0.7357 0.2255 0.6764 0.8488 3.6995 0.0887 0.0887 0.2098 0 0
5 12 207 0 0 0 0 0 1.0025 0 0.9994 0.0942 0.1313 0.1743 0.8165 0.7252 0.0329 0.6014 0.7524 3.5571 -0.0803 0.0803 0.2857 0 0
5 13 223 0 0 0 0 0 1.0011 0 0.9968 0.0361 0.1735 0.2527 0.8603 0.7431 -0.0284 0.6269 0.8042 3.633 0.0135 0.0135 0.2531 0 0
5 14 218 0 0 0 0 0 1.0005 0 0.9992 -0.1488 0.1732 0.2086 0.8602 0.7192 -0.0379 0.6387 0.8001 3.5458 -0.0598 0.0598 0.3177 0 0
5 15 228 0 0 0 0 0 1.0021 0 0.9971 -0.0327 0.0973 0.1301 0.7673 0.7609 -0.0812 0.5856 0.7447 3.4186 -0.0302 0.0302 0.2504 0 0
5 16 241 0 0 0 0 0 1.0025 0 0.9988 -0.2533 0.2533 0.2584 0.6745 0.7828 -0.1781 0.6405 0.8009 3.5813 0.087 0.087 0.2175 0 0
5 17 233 0 0 0 0 0 1.0025 0 0.9965 -0.2022 0.2022 0.2185 0.6069 0.7309 -0.2301 0.6637 0.8275 3.4625 0.0252 0.0252 0.235 0 0
5 18 245 0 0 0 0 0 1.006 0 0.9972 0.2341 0.2341 0.252 0.7079 0.7364 0.2329 0.6405 0.7974 3.5008 -0.0101 0.0101 0.2566 0 0
5 19 239 0 0 0 0 0 1.0015 0 0.9978 -0.075 0.1067 0.1261 0.725 0.7606 -0.032 0.6272 0.7887 3.6245 0.0213 0.0213 0.2455 0 0
5 20 230 0 0 0 0 0 1.0009 0 0.9946 0.0394 0.0943 0.1141 0.7507 0.7387 0.0772 0.629 0.7744 3.5292 0.0186 0.0186 0.2526 0 0
5 21 239 0 0 0 0 0 1.0028 0 0.9954 -0.0357 0.0808 0.0905 0.6324 0.7813 -0.0685 0.5918 0.7343 3.5144 0.0891 0.0891 0.2055 0 0
5 22 227 0 0 0 0 0 1.0013 0 0.9983 0.1502 0.1502 0.1654 0.6367 0.7496 0.1746 0.6015 0.7626 3.4076 0.0091 0.0091 0.2405 0 0
5 23 237 0 0 0 0 0 1.0026 0 0.9966 -0.0272 0.1008 0.1197 0.6803 0.7525 -0.0754 0.6437 0.7925 3.4612 0.0323 0.0323 0.2308 0 0
5 24 221 0 0 0 0 0 1.0031 0 0.9983 0.0048 0.085 0.1 0.8361 0.7262 0.0251 0.6549 0.8132 3.588 -0.0316 0.0316 0.2623 0 0
