cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rmse beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.CI lambda.bias lambda.abbias lambda.CI corrupt efficiency
16 1 91 0 0 0 0 0 1.0022 0 0.9688 -0.0019 0.2775 0.3284 1.5617 0.9078 -0.05 0.3821 0.4961 2.3417 -0.1034 0.1034 0.5655 0 0
16 2 160 19 0 0 0 0 1.007 0 0.9534 -0.3772 0.4834 0.5593 1.6939 0.9133 -0.3946 0.4722 0.5902 2.4444 0.1686 0.1686 0.4968 1 0
16 3 99 6 0 0 0 0 1.0043 0 0.9712 -0.1636 0.3134 0.3833 1.6559 0.8957 -0.1413 0.4024 0.5048 2.3239 0.002 0.002 0.58 1 0
16 4 92 0 0 0 0 0 1.0028 0 0.9461 0.1559 0.363 0.4339 1.6745 0.9135 0.1263 0.44 0.558 2.8251 -0.1582 0.1582 0.5975 0 0
16 5 176 22 0 0 1 1 1.0052 0 0.9704 -0.3453 0.4484 0.6039 1.9009 0.8986 -0.4517 0.5322 0.6393 2.5157 0.1355 0.1355 0.4982 1 1
16 6 102 3 0 0 0 0 1.0082 0 0.9683 0.4279 0.4488 0.541 1.5887 0.9177 0.3975 0.5418 0.6253 2.5514 0.0447 0.0447 0.5277 1 0
16 7 130 3 0 0 0 0 1.0034 0 0.9807 0.093 0.2019 0.2636 1.6001 0.9403 0.0554 0.3262 0.4149 2.6016 0.1552 0.1552 0.4384 1 0
16 8 98 2 0 0 0 0 1.001 0 0.968 -0.0568 0.2593 0.3337 1.7237 0.8723 0.023 0.4059 0.5139 2.22 -0.0913 0.0913 0.5916 1 0
16 9 113 22 0 0 1 7 1.0063 0 0.9684 0.5886 0.6237 0.7418 1.6356 0.9288 0.4981 0.5565 0.6865 2.3293 0.1126 0.1126 0.5349 1 1
16 10 93 1 0 0 0 0 1.0028 0 0.9772 0.1535 0.33 0.4003 1.7934 0.8914 0.1701 0.4484 0.5528 2.3394 -0.0794 0.0794 0.5949 1 0
16 11 309 161 0 0 27 17 1.0139 3 0.9309 0.9807 0.9807 1.1638 2.1243 0.8428 0.8475 0.882 0.9963 2.5575 0.3074 0.3074 0.394 1 1
16 12 100 0 0 0 0 0 1.0075 0 0.9729 0.0204 0.2658 0.3248 1.6283 0.9326 0.0341 0.3556 0.4456 2.3464 0.0336 0.0336 0.4957 0 0
16 13 99 3 0 0 0 0 1.0014 0 0.9741 0.2709 0.3357 0.4069 1.8594 0.8927 0.3245 0.4504 0.582 2.2971 -0.0489 0.0489 0.5757 1 0
16 14 103 0 0 0 0 0 1.0031 0 0.962 -0.1218 0.3349 0.4253 1.5154 0.9137 -0.1649 0.4307 0.5331 2.39 -0.0242 0.0242 0.5091 0 0
16 15 97 2 0 0 0 0 1.0017 0 0.9773 0.2359 0.3717 0.4173 1.5257 0.9223 0.2274 0.4081 0.5337 2.4132 0.0148 0.0148 0.5223 1 0
16 16 121 3 0 0 0 0 1.0059 0 0.9509 0.1817 0.3061 0.3646 1.4398 0.9068 0.143 0.447 0.5887 2.3672 0.1166 0.1166 0.4615 1 0
16 17 165 29 0 0 0 1 1.0062 0 0.972 -0.5658 0.5903 0.7024 1.7533 0.873 -0.5339 0.6075 0.6971 2.2394 0.1214 0.1214 0.5575 1 1
16 18 113 2 0 0 0 0 1.002 0 0.9778 -0.1236 0.2938 0.3423 1.83 0.9244 -0.083 0.3484 0.4378 2.2627 0.0598 0.0598 0.5371 1 0
16 19 136 55 0 0 18 13 1.0129 5 0.9855 -0.349 0.4609 0.5967 1.7109 0.9327 -0.3572 0.4878 0.6096 2.6545 0.1495 0.1495 0.5432 1 1
16 20 109 6 0 0 0 0 1.0035 0 0.9778 0.0262 0.2106 0.2651 1.8118 0.8843 0.035 0.3656 0.4855 2.1284 0.0216 0.0216 0.6393 1 0
16 21 126 3 0 0 0 0 1.0056 0 0.9757 -0.0606 0.2226 0.2713 1.6282 0.9269 -0.168 0.3766 0.4671 2.2677 0.0813 0.0813 0.5041 1 0
16 22 112 0 0 0 0 0 1.0019 0 0.9723 0.0613 0.3347 0.4527 1.7001 0.8649 0.005 0.4745 0.5785 2.2602 -0.0334 0.0334 0.5417 0 0
16 23 215 29 0 0 1 3 1.0076 0 0.9779 -0.5914 0.6044 0.6822 1.956 0.8909 -0.4636 0.5939 0.7402 2.5673 0.2149 0.2149 0.425 1 1
16 24 125 3 0 0 0 0 1.0055 0 0.97 -0.2826 0.3701 0.485 1.702 0.9207 -0.237 0.3838 0.4675 2.1631 0.0348 0.0348 0.5685 1 0
