cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat alpha.cor alpha.bias alpha.abbias alpha.rmse alpha.CI beta.cor beta.bias beta.abbias beta.rmse beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.CI lambda.bias lambda.abbias lambda.CI corrupt efficiency
14 1 599 0 0 0 0 0 1.0057 0 0.9379 -0.0372 0.0775 0.0878 0.6498 0.9935 0.0273 0.1283 0.1663 2.4185 0.8877 0.1054 0.4313 0.538 2.9048 0.0411 0.0411 0.2311 0 0
14 2 559 0 0 0 1 0 1.0025 0 0.7625 -0.0625 0.09 0.1035 0.5846 0.9929 0.027 0.1476 0.1882 2.4098 0.8641 0.0115 0.4623 0.5737 2.8663 0.047 0.047 0.2365 0 1
14 3 579 0 0 0 0 0 1.0055 0 0.9335 -0.0571 0.0863 0.1497 0.6649 0.9957 -0.0669 0.1183 0.1463 1.5558 0.9084 -0.0434 0.3818 0.4725 2.6113 -0.0477 0.0477 0.2536 0 0
14 4 522 0 0 0 0 0 1.0021 0 0.9574 0.0763 0.0989 0.124 0.7872 0.9911 0.0645 0.1484 0.1866 1.5883 0.8722 0.0109 0.4551 0.5695 2.653 -0.0244 0.0244 0.2415 0 0
14 5 536 0 0 0 1 0 1.0039 0 0.7438 0.0707 0.1381 0.1968 0.8848 0.9855 0.1349 0.1887 0.2556 2.2815 0.8757 0.079 0.4263 0.5413 2.6512 -0.1009 0.1009 0.2578 0 1
14 6 561 0 0 0 0 0 1.0028 0 0.8097 -0.0783 0.146 0.1651 0.7059 0.9941 -0.101 0.1851 0.2458 2.2841 0.8782 -0.0604 0.4204 0.5365 2.8395 0.0031 0.0031 0.2468 0 0
14 7 504 0 0 0 1 0 1.0053 0 0.7931 -0.0886 0.1645 0.1854 0.6922 0.9951 -0.1564 0.2193 0.2629 2.2863 0.8649 -0.168 0.4344 0.5538 2.6626 -0.0946 0.0946 0.2713 0 1
14 8 729 0 0 0 1 0 1.0051 0 0.926 -0.1129 0.1182 0.1579 0.7223 0.9958 -0.072 0.1528 0.1934 2.4647 0.9043 -0.0084 0.3996 0.5 2.8511 0.0881 0.0881 0.225 0 1
14 9 503 0 0 0 0 0 1.0097 0 0.5915 0.0029 0.115 0.1464 0.7012 0.9883 -0.0387 0.1582 0.228 2.2491 0.8804 0.0171 0.4115 0.5213 2.8112 -0.0929 0.0929 0.2701 0 0
14 10 515 0 0 0 2 0 1.0041 0 0.8792 -0.0114 0.0888 0.1137 0.6842 0.9877 -0.0251 0.1361 0.1705 1.6625 0.8746 -0.0077 0.4141 0.5271 2.7344 -0.0368 0.0368 0.2442 0 1
