cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat alpha.cor alpha.bias alpha.abbias alpha.rmse alpha.CI beta.cor beta.bias beta.abbias beta.rmse beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.CI lambda.bias lambda.abbias lambda.CI corrupt efficiency
8 1 181 0 0 0 0 0 1.0045 0 0.7709 0.0161 0.1295 0.1535 0.9831 0.9867 -0.1475 0.2303 0.2942 4.0441 0.8211 -0.2486 0.5799 0.7286 2.9877 -0.0417 0.0417 0.3996 0 0
8 2 263 2 0 0 1 0 1.01 1 0.8587 0.036 0.1118 0.1277 1.1562 0.9726 -0.2145 0.2611 0.3195 2.434 0.8221 -0.2186 0.54 0.6747 3.3633 0.0897 0.0897 0.4104 1 1
8 3 189 0 0 0 0 0 1.0071 0 0.6747 0.1334 0.2576 0.2955 1.1642 0.9647 0.1394 0.2236 0.3216 2.0249 0.8908 0.1236 0.4417 0.5433 2.8542 -0.0749 0.0749 0.3529 0 0
8 4 199 0 0 0 2 0 1.0037 0 0.7836 -0.0098 0.1656 0.1921 1.0969 0.9649 -0.3144 0.3847 0.4765 3.9757 0.8249 -0.2228 0.5936 0.7541 3.1887 0.0633 0.0633 0.3862 0 1
8 5 205 0 0 0 1 0 1.0046 0 0.6759 -0.0337 0.1413 0.169 1.04 0.988 0.2074 0.2553 0.3222 3.9989 0.8286 0.1546 0.494 0.6457 2.9649 -0.0131 0.0131 0.3543 0 1
8 6 175 0 0 0 0 0 1.0027 0 0.7263 0.1242 0.1839 0.23 1.03 0.9788 -0.0787 0.1926 0.2648 3.6622 0.8356 -0.0671 0.4576 0.5922 2.9341 -0.1179 0.1179 0.351 0 0
8 7 190 0 0 0 0 0 1.0051 0 0.8199 0.1015 0.2254 0.2569 1.1291 0.9608 0.0376 0.2278 0.305 2.6333 0.8673 0.0264 0.4618 0.5912 2.7482 -0.0537 0.0537 0.3463 0 0
8 8 185 0 0 0 1 0 1.0045 0 0.9165 -0.1185 0.168 0.1819 1.2547 0.9923 -0.2239 0.2559 0.3208 3.1196 0.8607 -0.1676 0.4766 0.592 3.1016 -0.0769 0.0769 0.4209 0 1
8 9 199 0 0 0 0 0 1.0047 0 0.9442 0.197 0.2154 0.264 1.2442 0.9754 0.0067 0.1833 0.2344 3.7516 0.8508 0.0382 0.565 0.7096 3.0887 0.0228 0.0228 0.3461 0 0
8 10 210 0 0 0 0 0 1.0043 0 0.9831 -0.0881 0.1006 0.1104 1.0167 0.9862 -0.1668 0.2103 0.2631 2.378 0.8889 -0.1523 0.4141 0.555 2.8121 0.0892 0.0892 0.2798 0 0
