cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat alpha.cor alpha.bias alpha.abbias alpha.rmse alpha.CI beta.cor beta.bias beta.abbias beta.rmse beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.CI lambda.bias lambda.abbias lambda.CI corrupt efficiency
16 1 126 5 0 0 1 0 1.007 0 0.4592 -0.0178 0.2839 0.3191 2.5392 0.942 0.5601 0.6194 0.8039 11.5453 0.8982 0.4507 0.5543 0.6844 2.4874 0.032 0.032 0.5891 1 1
16 2 147 2 0 0 0 0 1.005 0 0.8968 -0.0785 0.141 0.1706 1.5246 0.9445 0.0537 0.4497 0.6172 9.7691 0.926 0.0758 0.3479 0.4312 2.7514 0.0982 0.0982 0.5253 1 0
16 3 118 12 0 0 0 0 1.0042 0 0.0351 -0.0097 0.2994 0.3743 1.8561 0.9467 -0.2486 0.4442 0.5346 9.0848 0.9246 -0.3665 0.446 0.5543 2.6279 -0.02 0.02 0.5761 1 0
16 4 210 25 0 0 2 1 1.0054 0 0.8144 0.0928 0.2052 0.2433 2.6006 0.9603 -0.3543 0.4864 0.6065 6.1094 0.9031 -0.2982 0.5154 0.6817 3.1454 0.1007 0.1007 0.5861 1 1
16 5 115 3 0 0 0 0 1.0037 0 0.3673 -0.1209 0.2877 0.3191 1.8016 0.899 0.36 0.623 0.877 14.2849 0.8971 0.6093 0.6454 0.7581 2.5826 -0.0175 0.0175 0.5879 1 0
16 6 118 1 0 0 1 0 1.0029 0 0.1428 0.0405 0.2144 0.287 1.529 0.9351 0.1013 0.3247 0.4285 9.0111 0.9171 0.0868 0.4054 0.4987 2.3764 0.0021 0.0021 0.549 1 1
16 7 198 26 0 0 1 0 1.0086 0 0.7858 0.1096 0.208 0.2818 2.0455 0.958 0.551 0.5761 0.6601 6.6287 0.9383 0.5358 0.5767 0.6792 2.9003 0.1618 0.1618 0.4725 1 1
16 8 194 12 0 0 0 0 1.0046 0 0.3152 -0.0967 0.1965 0.2344 1.5586 0.9441 0.3965 0.5494 0.6631 6.8778 0.8969 0.4102 0.489 0.622 2.7903 0.1009 0.1009 0.532 1 0
16 9 144 1 0 0 0 0 1.0037 0 0.379 -0.1044 0.2398 0.2894 1.7281 0.9127 0.3205 0.5218 0.7063 9.4471 0.9425 0.2837 0.4103 0.5011 2.8276 0.1412 0.1412 0.4533 1 0
16 10 162 2 0 0 0 0 1.0052 0 0.3458 -0.0898 0.2694 0.3279 1.6692 0.9361 0.01 0.4635 0.6279 7.9211 0.911 0.1551 0.3725 0.4909 2.6141 0.0748 0.0748 0.5024 1 0
