cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat alpha.cor alpha.bias alpha.abbias alpha.rmse alpha.CI beta.cor beta.bias beta.abbias beta.rmse beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.CI lambda.bias lambda.abbias lambda.CI corrupt efficiency
15 1 803 0 0 0 1 0 1.0028 0 0.9221 -0.1183 0.1304 0.1706 0.7028 0.9913 -0.1962 0.219 0.2818 1.7787 0.9028 -0.2136 0.4057 0.5102 2.6374 -0.0243 0.0243 0.2113 0 1
15 2 802 0 0 0 1 0 1.0047 0 0.968 0.0289 0.0794 0.1093 0.7193 0.9941 -0.0443 0.0945 0.1338 3.0906 0.9106 -0.0315 0.379 0.4729 2.449 -0.0574 0.0574 0.199 0 1
15 3 826 0 0 0 1 0 1.0052 0 0.7077 0.0096 0.0799 0.1098 0.5236 0.9943 0.0211 0.1195 0.157 1.7311 0.8701 -0.0335 0.4509 0.5759 2.8763 0.0371 0.0371 0.1996 0 1
15 4 763 0 0 0 1 0 1.0099 0 0.9117 -0.0285 0.1206 0.1295 0.6256 0.994 0.0762 0.1396 0.1616 1.1534 0.9018 0.1281 0.3875 0.4962 2.6885 -0.0408 0.0408 0.1888 0 1
15 5 740 0 0 0 1 0 1.0085 0 0.8199 -0.0117 0.0972 0.1149 0.6463 0.9852 -7e-04 0.2139 0.2533 1.7291 0.8582 -0.0694 0.4362 0.5641 2.9087 -0.0165 0.0165 0.229 0 1
15 6 926 0 0 0 1 0 1.009 0 0.9348 -0.1017 0.1289 0.1599 0.5762 0.9953 0.0059 0.1434 0.1887 1.2792 0.8887 -0.0124 0.4182 0.5127 2.6705 0.0395 0.0395 0.1915 0 1
15 7 726 0 0 0 1 0 1.004 0 0.8318 -0.0058 0.1081 0.1383 0.6164 0.9947 0.0365 0.1443 0.1775 1.8753 0.853 -0.0045 0.4601 0.5868 2.7784 -0.0471 0.0471 0.2127 0 1
15 8 778 0 0 0 1 0 1.0036 0 0.8811 0.0325 0.1113 0.1203 0.6109 0.9892 -0.0714 0.167 0.207 2.6223 0.8909 -0.1066 0.427 0.5368 2.7044 -0.0647 0.0647 0.2164 0 1
15 9 818 0 0 0 2 0 1.0042 0 0.9226 -0.0721 0.1166 0.1556 0.6582 0.9962 0.1295 0.1552 0.1963 1.9871 0.9044 0.1204 0.3991 0.4988 2.7502 0.0265 0.0265 0.1909 0 1
15 10 968 0 0 0 1 0 1.0096 0 0.9419 -4e-04 0.0821 0.098 0.5959 0.9932 -0.0155 0.143 0.1841 1.9732 0.8918 0.0075 0.4577 0.5711 2.9411 0.0883 0.0883 0.1845 0 1
